feature_type,channel,start,end,annotation_time
Spindle,CZ-A1,973.08,974.63,2015-11-17 15:16:57.808194
Spindle,CZ-A1,976.73,978.1,2015-11-17 15:16:59.099400
Spindle,CZ-A1,986.85,987.67,2015-11-17 15:17:21.290744
Spindle,CZ-A1,991.19,992.22,2015-11-17 15:17:25.893536
Spindle,CZ-A1,992.4,993.12,2015-11-17 15:17:29.248323
Spindle,CZ-A1,1005.1,1006.77,2015-11-17 15:17:50.195883
Spindle,CZ-A1,1017.88,1019.07,2015-11-17 15:17:56.161502
Spindle,CZ-A1,1034.59,1035.54,2015-11-17 15:18:16.413611
Spindle,CZ-A1,1045.82,1046.67,2015-11-17 15:18:29.778037
Spindle,CZ-A1,1067.85,1068.68,2015-11-17 15:18:56.323939
Spindle,CZ-A1,1069.11,1069.99,2015-11-17 15:18:57.451486
Spindle,CZ-A1,1076.08,1076.95,2015-11-17 15:19:02.087814
Spindle,CZ-A1,1086.45,1087.17,2015-11-17 15:19:23.837564
Spindle,CZ-A1,1091.02,1091.77,2015-11-17 15:19:24.904260
Spindle,CZ-A1,1099.12,1099.91,2015-11-17 15:19:32.935703
