feature_type,channel,start,end,annotation_time
Spindle,CZ-A1,873.58,874.29,2015-11-17 13:12:04.187337
Spindle,CZ-A1,880.92,881.74,2015-11-17 13:12:19.347511
Spindle,CZ-A1,905.82,907.22,2015-11-17 13:12:48.452805
Spindle,CZ-A1,908.64,909.25,2015-11-17 13:12:51.669696
Spindle,CZ-A1,912.88,914.3,2015-11-17 13:12:44.044680
Spindle,CZ-A1,920.0,920.92,2015-11-17 13:13:06.485855
Spindle,CZ-A1,935.9,936.98,2015-11-17 13:13:09.864111
Spindle,CZ-A1,955.29,956.15,2015-11-17 13:13:20.075346
Spindle,CZ-A1,976.71,977.88,2015-11-17 13:13:37.879714
Spindle,CZ-A1,986.77,987.57,2015-11-17 13:14:07.585413
Spindle,CZ-A1,992.47,992.85,2015-11-17 13:14:08.890785
Spindle,CZ-A1,998.4,999.01,2015-11-17 13:14:14.105502
Spindle,CZ-A1,1005.79,1006.88,2015-11-17 13:14:19.623566
Spindle,CZ-A1,1017.95,1018.78,2015-11-17 13:14:22.475177
Spindle,CZ-A1,1034.7,1035.53,2015-11-17 13:14:46.534994
Spindle,CZ-A1,1037.68,1038.15,2015-11-17 13:14:49.221839
Spindle,CZ-A1,1042.35,1043.97,2015-11-17 13:15:06.769501
Spindle,CZ-A1,1045.75,1046.74,2015-11-17 13:15:02.851125
Spindle,CZ-A1,1061.51,1062.19,2015-11-17 13:15:12.275357
Spindle,CZ-A1,1068.34,1069.33,2015-11-17 13:15:16.863494
Spindle,CZ-A1,1075.9,1076.62,2015-11-17 13:15:20.149205
Spindle,CZ-A1,1091.19,1091.95,2015-11-17 13:15:26.152211
Spindle,CZ-A1,1099.16,1099.68,2015-11-17 13:15:29.016327
