feature_type,channel,start,end,annotation_time
Spindle,CZ-A1,880.68,882.19,2015-11-17 12:09:08.048159
Spindle,CZ-A1,886.7,888.46,2015-11-17 12:09:10.414209
Spindle,CZ-A1,905.37,907.21,2015-11-17 12:09:16.768436
Spindle,CZ-A1,908.37,909.54,2015-11-17 12:09:18.980427
Spindle,CZ-A1,912.69,914.61,2015-11-17 12:09:15.131371
Spindle,CZ-A1,920.22,922.08,2015-11-17 12:09:33.946471
Spindle,CZ-A1,935.44,937.12,2015-11-17 12:09:29.455368
Spindle,CZ-A1,940.9,942.16,2015-11-17 12:09:49.415909
Spindle,CZ-A1,943.74,945.21,2015-11-17 12:09:47.112022
Spindle,CZ-A1,954.9,956.41,2015-11-17 12:09:41.400621
Spindle,CZ-A1,964.38,965.93,2015-11-17 12:10:04.000147
Spindle,CZ-A1,969.18,970.76,2015-11-17 12:10:01.507861
Spindle,CZ-A1,973.21,974.82,2015-11-17 12:09:59.622565
Spindle,CZ-A1,976.42,978.27,2015-11-17 12:09:57.656721
Spindle,CZ-A1,983.31,984.69,2015-11-17 12:10:13.663030
Spindle,CZ-A1,986.68,988.14,2015-11-17 12:10:11.189911
Spindle,CZ-A1,992.04,993.51,2015-11-17 12:10:09.063544
Spindle,CZ-A1,1005.34,1007.08,2015-11-17 12:10:18.043151
Spindle,CZ-A1,1011.07,1012.96,2015-11-17 12:10:19.054427
Spindle,CZ-A1,1017.83,1019.23,2015-11-17 12:10:20.998507
Spindle,CZ-A1,1034.56,1035.97,2015-11-17 12:10:30.267895
Spindle,CZ-A1,1041.92,1044.26,2015-11-17 12:10:36.296922
Spindle,CZ-A1,1045.18,1047.22,2015-11-17 12:10:37.989031
Spindle,CZ-A1,1060.95,1062.71,2015-11-17 12:10:44.840930
Spindle,CZ-A1,1068.03,1069.87,2015-11-17 12:10:43.310047
Spindle,CZ-A1,1075.33,1076.84,2015-11-17 12:10:46.577717
Spindle,CZ-A1,1083.18,1085.05,2015-11-17 12:10:58.750379
Spindle,CZ-A1,1090.21,1092.38,2015-11-17 12:10:56.328092
